family,cell_lat,cell_lon,score_pct,nearest_anchor_lat,nearest_anchor_lon,nearest_km
NiCo,54.0,-86.0,96.1,55.24,-90.41,316.0
NiCo,54.0,-142.0,96.1,56.42,-134.96,521.0
NiCo,32.0,-90.0,96.1,34.58,-92.61,376.0
NiCo,32.0,-120.0,96.1,34.2,-118.79,269.0
NiCo,52.0,-74.0,96.0,50.98,-77.75,283.0
NiCo,-8.0,24.0,96.0,-10.83,24.67,323.0
NiCo,38.0,-130.0,96.0,39.91,-123.67,587.0
NiCo,-14.0,32.0,96.0,-14.33,29.5,272.0
NiCo,-28.0,30.0,96.0,-26.51,28.43,227.0
NiCo,54.0,-84.0,95.9,55.24,-90.41,435.0
NiCo,32.0,-80.0,95.9,33.31,-81.85,226.0
NiCo,40.0,-70.0,95.9,41.58,-72.5,274.0
NiCo,42.0,-100.0,95.9,41.98,-105.26,435.0
NiCo,70.0,-152.0,95.9,68.15,-155.25,243.0
NiCo,36.0,-128.0,95.9,38.16,-122.64,533.0
NiCo,56.0,-122.0,95.9,58.48,-128.83,494.0
NiCo,44.0,-96.0,95.9,47.04,-96.46,340.0
NiCo,-16.0,24.0,95.8,-16.0,28.0,428.0
Li,38.0,-110.0,99.9,38.55,-106.63,300.0
Li,40.0,-110.0,99.9,40.9,-112.71,250.0
Li,36.0,-110.0,99.9,34.32,-112.64,304.0
Li,42.0,-110.0,99.8,42.77,-107.44,227.0
Li,40.0,-102.0,99.8,41.31,-104.69,270.0
Li,44.0,-100.0,99.8,43.89,-103.34,268.0
Li,46.0,-102.0,99.8,44.38,-104.03,240.0
Li,46.0,-106.0,99.8,44.38,-104.06,236.0
Li,42.0,-100.0,99.7,43.62,-103.53,340.0
Li,44.0,-110.0,99.7,42.77,-107.44,248.0
Li,46.0,-100.0,99.6,43.89,-103.34,352.0
Li,46.0,-108.0,99.6,44.38,-104.06,357.0
Li,34.0,-84.0,99.5,32.89,-86.25,243.0
Li,40.0,-100.0,99.5,41.31,-104.69,422.0
Li,38.0,-102.0,99.5,38.48,-105.29,292.0
Li,44.0,-98.0,99.4,43.89,-103.34,428.0
Li,34.0,-78.0,99.4,35.36,-81.02,315.0
Li,44.0,-112.0,99.3,41.25,-112.71,311.0
Li,46.0,-98.0,99.3,43.89,-103.34,481.0
Li,48.0,-102.0,99.3,44.38,-104.03,432.0
Li,48.0,-104.0,99.3,44.38,-104.03,403.0
Li,42.0,-98.0,99.3,43.89,-103.34,483.0
Li,32.0,-82.0,99.3,35.17,-81.43,356.0
Li,-24.0,-64.0,99.3,-24.83,-66.31,251.0
Li,46.0,-110.0,99.2,42.77,-107.44,413.0
Li,42.0,-76.0,99.2,42.32,-72.86,261.0
Li,40.0,-76.0,99.2,37.36,-77.91,337.0
Li,40.0,-78.0,99.2,37.36,-77.91,294.0
Li,48.0,-100.0,99.2,50.43,-95.45,427.0
Li,32.0,-80.0,99.2,35.17,-81.43,377.0
Li,40.0,-80.0,99.1,37.18,-81.44,338.0
Li,44.0,-76.0,99.1,42.47,-72.84,307.0
Li,48.0,-106.0,99.1,44.38,-104.06,429.0
Li,36.0,-76.0,99.1,37.36,-77.91,228.0
Li,-26.0,-64.0,99.1,-24.83,-66.31,266.0
Li,-22.0,-64.0,99.1,-23.14,-66.62,297.0
Li,42.0,-68.0,99.1,44.06,-69.24,250.0
Li,46.0,-68.0,99.0,44.11,-69.27,233.0
Li,40.0,-82.0,99.0,37.18,-81.44,317.0
Li,32.0,-84.0,99.0,32.89,-86.25,233.0
Li,48.0,-98.0,99.0,50.34,-95.32,325.0
Li,44.0,-114.0,99.0,41.25,-112.71,323.0
Li,42.0,-78.0,99.0,42.32,-72.86,425.0
Li,38.0,-100.0,99.0,38.48,-105.29,465.0
Li,34.0,-120.0,98.9,35.78,-118.4,246.0
Li,46.0,-76.0,98.9,48.4,-77.82,300.0
Li,40.0,-70.0,98.9,41.51,-72.52,271.0
Li,38.0,-74.0,98.9,37.36,-77.91,351.0
Li,38.0,-86.0,98.9,36.02,-87.97,281.0
Li,36.0,-102.0,98.9,35.87,-105.49,315.0
Li,48.0,-108.0,98.9,44.38,-104.06,504.0
Li,46.0,-96.0,98.9,48.36,-91.99,401.0
Li,32.0,-78.0,98.9,35.36,-81.02,466.0
Li,40.0,-98.0,98.8,41.31,-104.69,583.0
Li,34.0,-76.0,98.8,37.36,-77.91,411.0
Li,44.0,-96.0,98.8,48.36,-91.99,575.0
Li,-24.0,-72.0,98.8,-23.55,-68.41,369.0
Li,46.0,-112.0,98.8,42.77,-107.44,510.0
Li,-22.0,-72.0,98.8,-23.25,-68.33,401.0
Li,44.0,-78.0,98.8,42.43,-72.87,451.0
Li,-20.0,-64.0,98.8,-20.46,-66.78,295.0
Li,48.0,-96.0,98.8,50.34,-95.32,265.0
Li,40.0,-84.0,98.7,36.72,-82.8,379.0
Li,34.0,-104.0,98.7,35.86,-105.5,248.0
Li,30.0,-116.0,98.7,31.68,-113.17,328.0
Li,42.0,-80.0,98.7,37.36,-77.91,546.0
Li,44.0,-116.0,98.7,42.05,-118.03,272.0
Li,42.0,-66.0,98.7,44.01,-66.0,223.0
Li,-18.0,-66.0,98.6,-19.22,-68.09,259.0
Li,50.0,-100.0,98.6,50.61,-95.58,321.0
Li,-26.0,-72.0,98.6,-26.23,-69.12,289.0
Li,40.0,-68.0,98.6,41.51,-72.52,416.0
Li,-30.0,-68.0,98.6,-28.8,-65.55,272.0
Li,38.0,-72.0,98.6,41.51,-72.52,393.0
Li,42.0,-96.0,98.6,43.89,-103.34,633.0
Li,36.0,-74.0,98.6,37.36,-77.91,380.0
Li,50.0,-102.0,98.6,50.61,-95.58,461.0
Li,32.0,-106.0,98.6,35.21,-106.51,360.0
Li,46.0,-78.0,98.5,48.37,-78.2,264.0
Li,-24.0,-62.0,98.5,-24.83,-66.31,446.0
Li,36.0,-122.0,98.5,38.43,-121.34,276.0
Li,48.0,-68.0,98.5,47.0,-72.0,320.0
Li,48.0,-110.0,98.5,44.38,-104.06,609.0
Li,-20.0,-72.0,98.5,-17.58,-70.14,333.0
Li,-26.0,-62.0,98.5,-28.43,-65.43,434.0
Li,32.0,-120.0,98.4,33.37,-117.08,313.0
Li,50.0,-104.0,98.4,50.61,-95.58,601.0
Li,46.0,-94.0,98.4,48.36,-91.99,303.0
Li,46.0,-114.0,98.4,48.5,-119.71,513.0
Li,42.0,-82.0,98.4,43.94,-86.43,420.0
Li,30.0,-82.0,98.4,32.89,-86.25,515.0
Li,-22.0,-62.0,98.4,-23.14,-66.62,491.0
Li,44.0,-80.0,98.4,48.37,-78.2,505.0
Li,40.0,-86.0,98.3,43.94,-86.43,439.0
Li,30.0,-118.0,98.3,33.04,-116.52,366.0
Li,30.0,-80.0,98.3,35.17,-81.43,590.0
Li,36.0,-100.0,98.3,35.87,-105.49,494.0
Li,32.0,-76.0,98.3,35.36,-81.02,596.0
Li,-28.0,-62.0,98.3,-28.43,-65.43,339.0
Li,30.0,-108.0,98.3,31.88,-109.98,282.0
Li,38.0,-98.0,98.3,38.48,-105.29,639.0
Li,34.0,-122.0,98.3,35.78,-118.4,383.0
Li,50.0,-106.0,98.2,44.38,-104.06,642.0
Li,-30.0,-70.0,98.2,-26.94,-69.07,353.0
Li,44.0,-94.0,98.2,45.85,-88.35,490.0
Li,38.0,-70.0,98.2,41.51,-72.52,446.0
Li,34.0,-102.0,98.2,35.87,-105.49,380.0
Li,-28.0,-72.0,98.2,-26.94,-69.07,312.0
Li,48.0,-66.0,98.2,44.01,-66.0,444.0
Li,-18.0,-64.0,98.2,-20.3,-66.9,398.0
Li,30.0,-84.0,98.2,32.89,-86.25,385.0
Li,44.0,-120.0,98.1,44.85,-123.04,259.0
Li,46.0,-64.0,98.1,44.01,-66.0,271.0
Li,34.0,-74.0,98.1,37.36,-77.91,514.0
Li,46.0,-80.0,98.1,48.37,-78.2,297.0
Li,40.0,-96.0,98.1,41.31,-104.69,747.0
Li,40.0,-66.0,98.1,44.01,-66.0,446.0
Li,48.0,-112.0,98.1,48.5,-119.71,573.0
Li,52.0,-98.0,98.1,50.61,-95.58,228.0
Li,42.0,-84.0,98.0,43.94,-86.43,293.0
REE,42.0,-116.0,99.9,44.35,-115.4,266.0
REE,46.0,-110.0,99.9,48.17,-109.73,242.0
REE,40.0,-110.0,99.9,42.12,-111.52,268.0
REE,42.0,-108.0,99.8,41.29,-105.32,236.0
REE,44.0,-108.0,99.8,42.72,-111.13,291.0
REE,-30.0,118.0,99.8,-30.72,115.52,251.0
REE,-32.0,120.0,99.6,-34.57,118.75,308.0
REE,38.0,-112.0,99.6,39.66,-113.85,244.0
REE,24.0,108.0,99.6,21.98,108.6,233.0
REE,-20.0,-44.0,99.6,-21.93,-45.67,276.0
REE,38.0,-110.0,99.6,38.25,-107.05,260.0
REE,46.0,-108.0,99.5,48.17,-109.73,274.0
REE,-32.0,112.0,99.5,-30.67,115.33,350.0
REE,26.0,110.0,99.5,23.5,110.83,290.0
REE,-30.0,150.0,99.4,-32.43,148.6,302.0
REE,-30.0,120.0,99.4,-28.9,122.4,263.0
REE,22.0,106.0,99.4,22.28,103.57,253.0
REE,-34.0,112.0,99.3,-33.67,115.38,315.0
REE,24.0,106.0,99.3,26.68,105.62,301.0
REE,-28.0,150.0,99.3,-27.43,153.12,313.0
REE,-36.0,114.0,99.2,-34.37,115.62,234.0
REE,-18.0,-44.0,99.2,-19.03,-46.78,315.0
REE,38.0,-116.0,99.1,39.66,-113.85,262.0
REE,-28.0,118.0,99.1,-29.62,115.33,316.0
REE,-12.0,32.0,99.1,-13.98,31.68,223.0
REE,-30.0,156.0,99.0,-29.0,153.53,263.0
REE,40.0,-118.0,99.0,42.05,-119.95,281.0
REE,46.0,-120.0,99.0,45.23,-115.88,331.0
REE,-30.0,112.0,99.0,-29.25,114.93,296.0
REE,22.0,116.0,98.9,24.78,115.06,324.0
REE,-28.0,156.0,98.9,-28.27,153.57,240.0
REE,20.0,114.0,98.9,21.62,111.72,298.0
REE,36.0,-110.0,98.8,34.53,-113.55,361.0
REE,-18.0,34.0,98.8,-16.47,32.15,260.0
REE,-26.0,150.0,98.8,-26.18,152.67,267.0
REE,28.0,110.0,98.6,29.65,112.78,327.0
REE,-20.0,-50.0,98.6,-18.25,-47.78,303.0
REE,6.0,78.0,98.6,6.37,80.0,225.0
REE,20.0,104.0,98.6,22.28,103.57,258.0
REE,-32.0,156.0,98.6,-31.5,152.88,300.0
REE,-28.0,120.0,98.5,-28.9,122.4,255.0
REE,-32.0,122.0,98.5,-28.9,122.4,347.0
REE,28.0,116.0,98.5,27.83,118.5,246.0
REE,-30.0,148.0,98.4,-32.43,148.6,277.0
REE,-34.0,154.0,98.4,-32.67,152.17,226.0
REE,48.0,-120.0,98.4,48.98,-116.43,285.0
REE,-22.0,-50.0,98.3,-24.68,-49.22,309.0
REE,-36.0,112.0,98.3,-34.37,115.62,375.0
REE,44.0,-82.0,98.3,46.4,-82.63,271.0
REE,-26.0,156.0,98.3,-26.08,153.12,288.0
REE,16.0,110.0,98.3,16.33,107.75,243.0
REE,-18.0,-50.0,98.2,-18.05,-47.87,225.0
REE,38.0,-118.0,98.2,35.48,-115.53,356.0
REE,-16.0,-46.0,98.1,-18.03,-47.87,301.0
REE,-28.0,148.0,98.1,-32.43,148.6,496.0
REE,50.0,-112.0,98.0,48.17,-109.73,262.0
REE,46.0,-86.0,98.0,46.4,-82.63,263.0
REE,-34.0,122.0,98.0,-34.57,118.75,305.0
REE,-18.0,16.0,98.0,-20.03,16.77,240.0
REE,-16.0,-44.0,98.0,-18.37,-40.7,438.0
REE,-12.0,30.0,97.9,-13.98,31.68,286.0
REE,-32.0,110.0,97.9,-30.32,115.17,526.0
REE,-24.0,-42.0,97.9,-21.52,-41.08,292.0
REE,-10.0,38.0,97.8,-7.43,37.57,289.0
REE,22.0,118.0,97.8,23.32,120.1,261.0
REE,44.0,-84.0,97.8,46.4,-82.63,288.0
REE,34.0,-110.0,97.8,34.53,-113.55,332.0
REE,-16.0,-48.0,97.8,-18.03,-47.87,227.0
REE,24.0,100.0,97.7,25.5,102.0,262.0
REE,16.0,104.0,97.7,13.5,105.2,306.0
REE,64.0,32.0,97.7,66.07,31.95,230.0
REE,-34.0,110.0,97.7,-33.67,115.38,499.0
REE,-16.0,16.0,97.7,-17.18,13.7,278.0
REE,20.0,116.0,97.6,21.62,111.72,480.0
REE,70.0,38.0,97.6,67.78,36.5,254.0
REE,64.0,34.0,97.6,66.07,31.95,249.0
REE,20.0,102.0,97.6,22.28,103.57,301.0
REE,-12.0,40.0,97.5,-14.4,40.35,270.0
REE,-6.0,34.0,97.5,-7.7,32.83,229.0
REE,-28.0,112.0,97.4,-29.25,114.93,318.0
REE,-16.0,-42.0,97.4,-18.37,-40.7,297.0
REE,40.0,-120.0,97.4,42.05,-119.95,228.0
REE,-10.0,30.0,97.4,-10.15,32.85,313.0
REE,-38.0,116.0,97.4,-34.37,115.62,405.0
REE,-4.0,32.0,97.4,-3.5,29.45,288.0
REE,64.0,36.0,97.4,66.07,31.95,298.0
REE,4.0,80.0,97.3,5.95,80.53,225.0
REE,18.0,114.0,97.3,19.25,110.6,384.0
REE,46.0,-122.0,97.3,42.05,-119.95,469.0
REE,-2.0,32.0,97.3,-0.62,34.16,284.0
REE,22.0,100.0,97.3,21.62,97.53,259.0
REE,-34.0,156.0,97.3,-32.42,152.47,373.0
REE,-20.0,36.0,97.3,-17.88,36.85,252.0
REE,52.0,-78.0,97.3,50.73,-80.58,228.0
REE,26.0,120.0,97.2,24.68,121.75,229.0
REE,70.0,40.0,97.2,67.78,36.5,283.0
REE,8.0,84.0,97.2,7.12,81.85,257.0
REE,6.0,76.0,97.2,8.2,77.33,285.0
REE,-26.0,148.0,97.2,-23.83,151.25,407.0
REE,-20.0,34.0,97.2,-17.88,36.85,381.0
REE,16.0,112.0,97.1,18.72,110.37,348.0
REE,-30.0,158.0,97.1,-29.0,153.53,446.0
REE,66.0,24.0,97.1,66.95,29.17,252.0
REE,-4.0,34.0,97.1,-0.62,34.16,376.0
REE,-26.0,118.0,97.1,-23.88,116.17,299.0
REE,44.0,-122.0,97.1,42.05,-119.95,273.0
REE,70.0,26.0,97.0,68.72,32.13,279.0
REE,-26.0,116.0,97.0,-23.88,116.17,236.0
REE,18.0,102.0,97.0,18.3,105.8,403.0
REE,-28.0,158.0,97.0,-28.27,153.57,436.0
REE,12.0,82.0,97.0,11.25,79.75,259.0
REE,30.0,110.0,97.0,32.25,110.2,251.0
REE,-32.0,146.0,96.9,-32.43,148.6,249.0
REE,-38.0,114.0,96.9,-34.37,115.62,429.0
REE,0.0,32.0,96.9,0.65,34.15,250.0
REE,30.0,116.0,96.9,29.38,113.1,288.0
REE,-18.0,30.0,96.9,-16.47,32.15,285.0
REE,-30.0,110.0,96.9,-29.25,114.93,484.0
REE,-36.0,152.0,96.8,-33.2,151.58,314.0
REE,-38.0,118.0,96.8,-34.57,118.75,388.0
PGE,42.0,-128.0,99.7,42.8,-124.53,298.0
PGE,58.0,64.0,99.7,57.65,60.12,233.0
PGE,60.0,64.0,99.6,60.03,59.75,236.0
PGE,44.0,-128.0,99.6,43.32,-124.6,284.0
PGE,38.0,-126.0,99.6,39.07,-123.46,251.0
PGE,40.0,-128.0,99.6,41.02,-124.11,348.0
PGE,58.0,54.0,99.6,57.47,58.8,291.0
PGE,60.0,54.0,99.6,59.51,58.59,263.0
PGE,56.0,64.0,99.6,56.04,60.42,223.0
PGE,58.0,66.0,99.5,57.65,60.12,350.0
PGE,60.0,66.0,99.5,60.03,59.75,347.0
PGE,62.0,62.0,99.5,60.32,59.66,225.0
PGE,46.0,-128.0,99.5,46.31,-124.06,305.0
PGE,62.0,56.0,99.4,60.32,59.66,271.0
PGE,56.0,54.0,99.4,56.5,58.99,313.0
PGE,36.0,-124.0,99.4,37.45,-122.14,231.0
PGE,58.0,52.0,99.4,57.47,58.8,408.0
PGE,62.0,64.0,99.4,60.31,59.69,298.0
PGE,60.0,52.0,99.4,59.51,58.59,373.0
PGE,56.0,66.0,99.3,54.2,70.03,325.0
PGE,42.0,-130.0,99.3,42.8,-124.53,458.0
PGE,38.0,-128.0,99.3,39.07,-123.46,412.0
PGE,62.0,54.0,99.3,60.32,59.66,356.0
PGE,58.0,68.0,99.2,54.2,70.03,441.0
PGE,44.0,-130.0,99.2,43.32,-124.6,441.0
PGE,60.0,68.0,99.2,60.03,59.75,458.0
PGE,62.0,66.0,99.2,60.31,59.69,387.0
PGE,40.0,-130.0,99.1,41.02,-124.11,511.0
PGE,54.0,56.0,99.1,54.84,59.81,264.0
PGE,36.0,-126.0,99.1,37.45,-122.14,380.0
PGE,56.0,52.0,99.0,56.5,58.99,435.0
PGE,54.0,64.0,99.0,54.99,60.03,279.0
PGE,62.0,52.0,99.0,60.32,59.66,451.0
PGE,60.0,50.0,98.9,59.51,58.59,484.0
PGE,46.0,-130.0,98.9,46.31,-124.06,459.0
PGE,58.0,50.0,98.9,57.47,58.8,525.0
PGE,56.0,68.0,98.8,54.2,70.03,238.0
PGE,62.0,68.0,98.8,60.31,59.69,483.0
PGE,60.0,70.0,98.8,58.94,59.99,577.0
PGE,50.0,-112.0,98.7,49.72,-116.0,288.0
PGE,58.0,70.0,98.7,54.2,70.03,423.0
PGE,54.0,54.0,98.7,54.84,59.81,387.0
PGE,64.0,60.0,98.7,60.32,59.66,410.0
PGE,64.0,58.0,98.6,60.32,59.66,418.0
PGE,44.0,-106.0,98.6,46.42,-105.86,269.0
PGE,64.0,62.0,98.6,66.93,65.52,364.0
PGE,54.0,66.0,98.5,54.16,70.0,262.0
PGE,62.0,50.0,98.5,59.51,58.59,542.0
PGE,64.0,56.0,98.5,60.32,59.66,451.0
PGE,60.0,-156.0,98.4,59.77,-151.87,232.0
PGE,64.0,64.0,98.3,66.93,65.52,333.0
PGE,38.0,-130.0,98.3,39.07,-123.46,581.0
PGE,48.0,-130.0,98.3,49.0,-125.63,341.0
PGE,56.0,50.0,98.2,56.5,58.99,558.0
PGE,36.0,-128.0,98.2,38.62,-123.13,520.0
PGE,52.0,-126.0,98.2,53.12,-122.67,257.0
PGE,64.0,54.0,98.2,60.32,59.66,503.0
PGE,42.0,-132.0,98.2,42.8,-124.53,620.0
PGE,50.0,-110.0,98.2,47.03,-109.62,331.0
PGE,60.0,48.0,98.2,59.51,58.59,595.0
PGE,44.0,-132.0,98.2,43.32,-124.6,600.0
PGE,62.0,70.0,98.1,60.31,59.69,583.0
PGE,34.0,-124.0,98.1,35.42,-120.75,336.0
PGE,64.0,66.0,98.1,66.93,65.52,327.0
PGE,44.0,-82.0,98.0,46.35,-81.83,262.0
PGE,44.0,-80.0,98.0,46.34,-81.08,274.0
PGE,58.0,48.0,98.0,57.47,58.8,643.0
PGE,-26.0,34.0,98.0,-26.34,31.51,251.0
PGE,52.0,60.0,98.0,54.84,59.81,316.0
PGE,-24.0,34.0,97.9,-24.0,31.15,290.0
PGE,54.0,52.0,97.9,54.84,59.81,514.0
PGE,60.0,72.0,97.9,54.2,70.03,656.0
PGE,44.0,-104.0,97.9,46.42,-105.86,306.0
PGE,64.0,52.0,97.9,60.32,59.66,570.0
PGE,52.0,58.0,97.9,54.84,59.81,338.0
PGE,44.0,-84.0,97.9,46.49,-82.59,298.0
PGE,52.0,62.0,97.8,54.84,59.81,348.0
PGE,62.0,48.0,97.8,62.2,36.52,597.0
PGE,46.0,-132.0,97.8,49.0,-125.63,583.0
PGE,-22.0,24.0,97.8,-24.0,26.0,302.0
PGE,52.0,-128.0,97.8,52.71,-132.0,283.0
PGE,58.0,-146.0,97.8,61.07,-146.01,341.0
PGE,58.0,-144.0,97.8,61.07,-146.01,360.0
PGE,58.0,-148.0,97.7,57.62,-152.15,249.0
PGE,58.0,-142.0,97.7,58.71,-137.76,260.0
PGE,58.0,72.0,97.7,54.2,70.03,440.0
PGE,40.0,-132.0,97.7,41.02,-124.11,676.0
PGE,44.0,-78.0,97.7,42.95,-74.37,315.0
PGE,-20.0,26.0,97.6,-21.21,27.77,228.0
PGE,50.0,-108.0,97.6,47.03,-109.62,351.0
PGE,-30.0,32.0,97.6,-30.98,29.38,274.0
PGE,50.0,-130.0,97.6,49.0,-125.63,335.0
PGE,64.0,68.0,97.6,66.93,65.52,345.0
PGE,52.0,56.0,97.4,54.84,59.81,404.0
PGE,-28.0,34.0,97.4,-26.34,31.51,308.0
PGE,54.0,-118.0,97.4,55.17,-114.51,260.0
PGE,-22.0,34.0,97.4,-24.0,31.15,367.0
PGE,34.0,-126.0,97.4,35.42,-120.75,505.0
PGE,52.0,64.0,97.3,54.84,59.81,420.0
PGE,44.0,-86.0,97.3,41.88,-87.63,270.0
PGE,62.0,72.0,97.3,66.93,65.52,629.0
PGE,68.0,-144.0,97.3,67.6,-149.39,231.0
PGE,64.0,50.0,97.3,60.32,59.66,646.0
PGE,54.0,-128.0,97.2,54.75,-124.76,226.0
PGE,66.0,-136.0,97.2,64.0,-139.0,263.0
PGE,-28.0,22.0,97.2,-26.05,23.67,273.0
PGE,60.0,46.0,97.2,62.07,36.45,563.0
PGE,68.0,-142.0,97.2,65.93,-141.84,230.0
PGE,48.0,-104.0,97.2,46.42,-105.86,225.0
PGE,56.0,48.0,97.2,56.5,58.99,680.0
PGE,48.0,-132.0,97.1,49.0,-125.63,482.0
PGE,-24.0,22.0,97.1,-26.05,23.67,283.0
PGE,42.0,-80.0,97.1,40.2,-76.87,330.0
PGE,42.0,-82.0,97.1,41.88,-87.63,466.0
PGE,64.0,70.0,97.0,66.93,65.52,386.0
PGE,50.0,-106.0,97.0,53.17,-107.77,373.0
PGE,56.0,72.0,97.0,54.2,70.03,236.0
PGE,62.0,46.0,97.0,62.2,36.52,493.0
PGE,54.0,50.0,97.0,54.84,59.81,641.0
PGE,68.0,-140.0,96.9,65.93,-141.84,244.0
U,40.0,-100.0,99.5,38.71,-102.58,264.0
U,42.0,-100.0,99.5,43.75,-102.6,288.0
U,38.0,-100.0,99.5,38.71,-102.58,238.0
U,42.0,-98.0,99.3,43.75,-102.6,422.0
U,40.0,-98.0,99.2,38.71,-102.58,419.0
U,44.0,-98.0,99.2,46.07,-96.9,246.0
U,30.0,-114.0,99.2,32.1,-113.26,244.0
U,32.0,-102.0,99.2,30.1,-103.52,256.0
U,38.0,-98.0,99.2,34.78,-99.52,383.0
U,50.0,-112.0,99.1,51.45,-109.82,223.0
U,50.0,-106.0,99.1,51.45,-109.82,313.0
U,48.0,-100.0,99.1,47.03,-103.04,252.0
U,30.0,-116.0,99.1,32.83,-116.85,325.0
U,40.0,-124.0,99.0,42.08,-123.63,233.0
U,50.0,-104.0,99.0,47.26,-104.18,305.0
U,38.0,-124.0,99.0,36.82,-121.52,255.0
U,32.0,-120.0,99.0,34.44,-119.43,276.0
U,42.0,-96.0,99.0,46.07,-96.9,458.0
U,44.0,-96.0,98.9,46.07,-96.9,241.0
U,40.0,-96.0,98.9,36.51,-93.85,431.0
U,50.0,-102.0,98.9,47.03,-103.04,339.0
U,28.0,-112.0,98.9,29.91,-111.13,229.0
U,36.0,-124.0,98.9,36.82,-121.52,240.0
U,48.0,-98.0,98.9,46.07,-96.9,230.0
U,30.0,-118.0,98.9,32.82,-117.01,327.0
U,38.0,-96.0,98.8,36.51,-93.85,252.0
U,28.0,-114.0,98.8,29.91,-111.13,351.0
U,40.0,-126.0,98.8,42.08,-123.63,305.0
U,50.0,-100.0,98.8,47.03,-103.04,399.0
U,52.0,-114.0,98.8,51.45,-109.82,294.0
U,32.0,-122.0,98.7,34.44,-119.43,362.0
U,38.0,-126.0,98.7,36.82,-121.52,417.0
U,34.0,-124.0,98.7,35.35,-120.3,370.0
U,52.0,-116.0,98.7,51.57,-119.92,274.0
U,28.0,-116.0,98.7,29.91,-111.13,519.0
U,30.0,-120.0,98.6,32.82,-117.01,423.0
U,52.0,-104.0,98.6,53.17,-107.77,286.0
U,42.0,-94.0,98.6,46.35,-95.53,499.0
U,46.0,-126.0,98.6,44.8,-123.53,234.0
U,44.0,-94.0,98.6,46.42,-92.88,283.0
U,36.0,-126.0,98.6,36.82,-121.52,411.0
U,50.0,-98.0,98.6,46.35,-95.53,445.0
U,40.0,-94.0,98.6,36.51,-93.85,388.0
U,50.0,-124.0,98.5,48.04,-121.7,275.0
U,52.0,-102.0,98.5,53.17,-107.77,411.0
U,48.0,-126.0,98.5,47.86,-121.92,304.0
U,26.0,-108.0,98.5,24.48,-110.67,317.0
U,28.0,-118.0,98.5,32.82,-117.01,544.0
U,42.0,-128.0,98.4,42.08,-123.63,361.0
U,32.0,-124.0,98.4,35.11,-120.15,497.0
U,40.0,-128.0,98.4,42.08,-123.63,433.0
U,26.0,-106.0,98.4,28.31,-106.13,257.0
U,34.0,-84.0,98.4,32.88,-86.25,243.0
U,44.0,-128.0,98.4,44.8,-123.53,366.0
U,30.0,-122.0,98.4,34.44,-119.43,550.0
U,34.0,-126.0,98.4,36.82,-121.52,513.0
U,50.0,-126.0,98.3,47.86,-121.92,381.0
U,38.0,-128.0,98.3,36.82,-121.52,587.0
U,52.0,-124.0,98.3,51.57,-119.92,285.0
U,52.0,-100.0,98.3,53.17,-107.77,541.0
U,50.0,-96.0,98.3,46.35,-95.53,407.0
U,26.0,-114.0,98.2,24.53,-110.77,364.0
U,46.0,-128.0,98.2,44.8,-123.53,374.0
U,54.0,-114.0,98.2,51.45,-109.82,399.0
U,54.0,-112.0,98.2,53.17,-107.77,294.0
U,54.0,-116.0,98.1,51.57,-119.92,377.0
U,36.0,-90.0,98.1,36.38,-86.69,300.0
U,26.0,-102.0,98.0,27.85,-103.65,263.0
U,54.0,-118.0,98.0,51.57,-119.92,299.0
U,38.0,-82.0,98.0,36.0,-81.8,223.0
U,40.0,-92.0,98.0,36.51,-93.85,420.0
U,38.0,-92.0,98.0,36.51,-93.85,233.0
U,52.0,-126.0,98.0,51.57,-119.92,421.0
U,48.0,-128.0,98.0,47.86,-121.92,453.0
U,34.0,-90.0,97.9,35.3,-86.54,348.0
U,42.0,-92.0,97.9,46.42,-92.88,496.0
U,38.0,-90.0,97.9,36.38,-86.69,344.0
U,34.0,-94.0,97.9,36.51,-93.85,279.0
U,54.0,-120.0,97.9,51.57,-119.92,270.0
U,44.0,-92.0,97.8,46.42,-92.88,278.0
U,28.0,-120.0,97.8,32.82,-117.01,608.0
U,36.0,-128.0,97.8,36.82,-121.52,587.0
U,50.0,-128.0,97.7,47.86,-121.92,504.0
U,54.0,-122.0,97.7,51.57,-119.92,304.0
U,40.0,-86.0,97.6,36.72,-85.56,367.0
U,34.0,-92.0,97.6,36.51,-93.85,326.0
U,52.0,-128.0,97.6,54.75,-132.0,405.0
U,52.0,-98.0,97.6,46.35,-95.53,653.0
U,26.0,-116.0,97.6,24.53,-110.77,551.0
U,40.0,-84.0,97.6,36.72,-85.56,389.0
U,32.0,-94.0,97.6,32.72,-98.05,389.0
U,54.0,-124.0,97.5,51.57,-119.92,385.0
U,40.0,-88.0,97.5,36.67,-86.04,408.0
U,54.0,-128.0,97.5,54.75,-132.0,272.0
U,54.0,-126.0,97.5,55.15,-131.75,392.0
U,32.0,-90.0,97.5,32.94,-86.31,362.0
U,40.0,-90.0,97.4,36.46,-86.59,494.0
U,40.0,-82.0,97.3,37.9,-78.83,360.0
U,30.0,-88.0,97.3,32.88,-86.25,361.0
U,30.0,-94.0,97.3,28.87,-97.34,347.0
U,56.0,-128.0,97.3,56.51,-131.73,237.0
U,52.0,-130.0,97.3,54.75,-132.0,333.0
U,54.0,-104.0,97.3,53.17,-107.77,265.0
U,68.0,-164.0,97.3,66.34,-160.38,242.0
U,32.0,-92.0,97.2,36.51,-93.85,529.0
U,32.0,-126.0,97.2,35.11,-120.15,643.0
